thold | t0 | tdiff | zeta | trend |
10000 | 76773 | 298580 | 1.9740416400964564 | saturating |
20000 | 250527 | 228804 | 13.715620734121782 | saturating |
20000 | 154894 | 166956 | 7.1851719123601425 | saturating |
40000 | 223826 | 373463 | 3.3536172442785497 | saturating |
20000 | 88443 | 43001 | 9.095328305155695 | saturating |
10000 | 219474 | 200158 | 24.065406666733278 | saturating |
10000 | 155067 | 230080 | 10.451049412812935 | saturating |
20000 | 273095 | 22320 | 167.07186161514338 | saturating |
20000 | 210833 | 62244 | 35.7066977451642 | saturating |
10000 | 48440 | 65367 | 3.5896302415591967 | saturating |
40000 | 240839 | 232086 | 6.248052868441009 | saturating |
10000 | 271085 | 108822 | 67.52961462296227 | saturating |
10000 | 33129 | 35884 | 3.058551557797347 | saturating |
20000 | 171914 | 139529 | 10.590781628191989 | saturating |
20000 | 242226 | 85214 | 34.42711002652146 | saturating |
10000 | 212854 | 279614 | 16.203346511977223 | saturating |
10000 | 99511 | 53938 | 18.35892899440098 | saturating |
20000 | 176380 | 136561 | 11.390479126544184 | saturating |
20000 | 23188 | 45045 | 0.5968291086691087 | saturating |
20000 | 252067 | 364782 | 8.709005993853864 | saturating |
20000 | 203775 | 57639 | 36.02096724873784 | saturating |
20000 | 24524 | 288557 | 0.10421278568878937 | inverse |
20000 | 266398 | 66270 | 53.54451064131583 | saturating |
40000 | 143582 | 369825 | 1.3936179763401608 | saturating |
10000 | 108019 | 270088 | 4.32011209716833 | saturating |
20000 | 41343 | 271694 | 0.31455307239026253 | inverse |
20000 | 87574 | 366232 | 1.0470419673867932 | saturating |
10000 | 176575 | 366655 | 8.503560738296217 | saturating |
10000 | 187958 | 334110 | 10.573825914818473 | saturating |
40000 | 88725 | 43363 | 4.538503807969929 | saturating |
20000 | 149736 | 378688 | 2.9603353811052897 | saturating |
40000 | 293001 | 368151 | 5.829780850860109 | saturating |
40000 | 141840 | 379272 | 1.3261317471366196 | saturating |
10000 | 298006 | 379425 | 23.405831464979904 | saturating |
40000 | 52050 | 177383 | 0.3818295016997119 | inverse |
10000 | 238649 | 361061 | 15.773884523944707 | saturating |
40000 | 150001 | 92379 | 6.089127399354831 | saturating |
40000 | 94347 | 53085 | 4.192029956202317 | saturating |
20000 | 267699 | 324491 | 11.042333161936696 | saturating |
10000 | 104632 | 301890 | 3.626438578290106 | saturating |
10000 | 250693 | 369405 | 17.013029127651222 | saturating |
10000 | 162262 | 119986 | 21.94335726168053 | saturating |
40000 | 60265 | 273460 | 0.33202938501060486 | inverse |
40000 | 70452 | 123669 | 1.0033808601994032 | saturating |
20000 | 229731 | 320506 | 8.233283052579358 | saturating |
10000 | 256434 | 232986 | 28.22418358012928 | saturating |
10000 | 149944 | 384683 | 5.8446053337423285 | saturating |
20000 | 81809 | 123652 | 2.706269401627147 | saturating |
20000 | 23577 | 178427 | 0.1557709676786585 | inverse |
40000 | 89033 | 396274 | 0.5000880129026886 | inverse |
